LowBirthWeightIndLowBirthWeightIndDesc,BirthAgeGroupAgeGroupDesc,YearBirthYearDesc,CountyCountyName,BirthCount,Birth Count_PCT,SORT
Normal birth weight (2500g+),18 to 19,2017,Coshocton,*,*,30492
Normal birth weight (2500g+),20 to 24,2017,Coshocton,128,27.7,30493
Normal birth weight (2500g+),25 to 29,2017,Coshocton,159,34.4,30494
Normal birth weight (2500g+),30 to 34,2017,Coshocton,78,16.9,30495
Normal birth weight (2500g+),35 to 39,2017,Coshocton,34,7.4,30496
Normal birth weight (2500g+),40 to 44,2017,Coshocton,*,*,30497
Normal birth weight (2500g+),45 and older,2017,Coshocton,0,0.0,30498
Low birth weight (<2500g),Less than 15,2017,Crawford,0,0.0,30510
Low birth weight (<2500g),15 to 17,2017,Crawford,*,*,30511
Low birth weight (<2500g),18 to 19,2017,Crawford,1,0.2,30512
Low birth weight (<2500g),20 to 24,2017,Crawford,13,2.7,30513
Low birth weight (<2500g),25 to 29,2017,Crawford,11,2.3,30514
Low birth weight (<2500g),30 to 34,2017,Crawford,8,1.7,30515
Low birth weight (<2500g),35 to 39,2017,Crawford,5,1.0,30516
Low birth weight (<2500g),40 to 44,2017,Crawford,*,*,30517
Low birth weight (<2500g),45 and older,2017,Crawford,0,0.0,30518
Normal birth weight (2500g+),Less than 15,2017,Crawford,0,0.0,30520
Normal birth weight (2500g+),15 to 17,2017,Crawford,*,*,30521
Normal birth weight (2500g+),18 to 19,2017,Crawford,30,6.2,30522
Normal birth weight (2500g+),20 to 24,2017,Crawford,159,33.0,30523
Normal birth weight (2500g+),25 to 29,2017,Crawford,143,29.7,30524
Normal birth weight (2500g+),30 to 34,2017,Crawford,69,14.3,30525
Normal birth weight (2500g+),35 to 39,2017,Crawford,27,5.6,30526
Normal birth weight (2500g+),40 to 44,2017,Crawford,*,*,30527
Normal birth weight (2500g+),45 and older,2017,Crawford,0,0.0,30528
Low birth weight (<2500g),Less than 15,2017,Cuyahoga,*,*,30540
Low birth weight (<2500g),15 to 17,2017,Cuyahoga,31,0.2,30541
Low birth weight (<2500g),18 to 19,2017,Cuyahoga,71,0.5,30542
Low birth weight (<2500g),20 to 24,2017,Cuyahoga,379,2.6,30543
Low birth weight (<2500g),25 to 29,2017,Cuyahoga,464,3.2,30544
Low birth weight (<2500g),30 to 34,2017,Cuyahoga,398,2.7,30545
Low birth weight (<2500g),35 to 39,2017,Cuyahoga,206,1.4,30546
Low birth weight (<2500g),40 to 44,2017,Cuyahoga,56,0.4,30547
Low birth weight (<2500g),45 and older,2017,Cuyahoga,2,0.0,30548
Normal birth weight (2500g+),Less than 15,2017,Cuyahoga,*,*,30550
Normal birth weight (2500g+),15 to 17,2017,Cuyahoga,185,1.3,30551
Normal birth weight (2500g+),18 to 19,2017,Cuyahoga,547,3.8,30552
Normal birth weight (2500g+),20 to 24,2017,Cuyahoga,2642,18.2,30553
Normal birth weight (2500g+),25 to 29,2017,Cuyahoga,3714,25.5,30554
Normal birth weight (2500g+),30 to 34,2017,Cuyahoga,3759,25.9,30555
Normal birth weight (2500g+),35 to 39,2017,Cuyahoga,1738,12.0,30556
Normal birth weight (2500g+),40 to 44,2017,Cuyahoga,317,2.2,30557
Normal birth weight (2500g+),45 and older,2017,Cuyahoga,*,*,30558
Low birth weight (<2500g),Less than 15,2017,Darke,0,0.0,30570
Low birth weight (<2500g),15 to 17,2017,Darke,*,*,30571
Low birth weight (<2500g),18 to 19,2017,Darke,0,0.0,30572
Low birth weight (<2500g),20 to 24,2017,Darke,16,2.5,30573
Low birth weight (<2500g),25 to 29,2017,Darke,15,2.3,30574
Low birth weight (<2500g),30 to 34,2017,Darke,9,1.4,30575
Low birth weight (<2500g),35 to 39,2017,Darke,1,0.2,30576
Low birth weight (<2500g),40 to 44,2017,Darke,*,*,30577
Low birth weight (<2500g),45 and older,2017,Darke,*,*,30578
Normal birth weight (2500g+),Less than 15,2017,Darke,0,0.0,30580
Normal birth weight (2500g+),15 to 17,2017,Darke,*,*,30581
Normal birth weight (2500g+),18 to 19,2017,Darke,30,4.6,30582
Normal birth weight (2500g+),20 to 24,2017,Darke,168,26.0,30583
Normal birth weight (2500g+),25 to 29,2017,Darke,219,33.8,30584
Normal birth weight (2500g+),30 to 34,2017,Darke,124,19.2,30585
Normal birth weight (2500g+),35 to 39,2017,Darke,51,7.9,30586
Normal birth weight (2500g+),40 to 44,2017,Darke,*,*,30587
Normal birth weight (2500g+),45 and older,2017,Darke,0,0.0,30588
Low birth weight (<2500g),Less than 15,2017,Defiance,0,0.0,30600
Low birth weight (<2500g),15 to 17,2017,Defiance,*,*,30601
Low birth weight (<2500g),18 to 19,2017,Defiance,3,0.7,30602
Low birth weight (<2500g),20 to 24,2017,Defiance,8,1.8,30603
Low birth weight (<2500g),25 to 29,2017,Defiance,10,2.2,30604
Low birth weight (<2500g),30 to 34,2017,Defiance,7,1.5,30605
Low birth weight (<2500g),35 to 39,2017,Defiance,4,0.9,30606
Low birth weight (<2500g),40 to 44,2017,Defiance,*,*,30607
Low birth weight (<2500g),45 and older,2017,Defiance,0,0.0,30608
Normal birth weight (2500g+),Less than 15,2017,Defiance,0,0.0,30610
Normal birth weight (2500g+),15 to 17,2017,Defiance,*,*,30611
Normal birth weight (2500g+),18 to 19,2017,Defiance,*,*,30612
Normal birth weight (2500g+),20 to 24,2017,Defiance,120,26.4,30613
Normal birth weight (2500g+),25 to 29,2017,Defiance,143,31.4,30614
Normal birth weight (2500g+),30 to 34,2017,Defiance,101,22.2,30615
Normal birth weight (2500g+),35 to 39,2017,Defiance,32,7.0,30616
Normal birth weight (2500g+),40 to 44,2017,Defiance,*,*,30617
Normal birth weight (2500g+),45 and older,2017,Defiance,0,0.0,30618
Low birth weight (<2500g),Less than 15,2017,Delaware,0,0.0,30630
Low birth weight (<2500g),15 to 17,2017,Delaware,1,0.0,30631
Low birth weight (<2500g),18 to 19,2017,Delaware,1,0.0,30632
Low birth weight (<2500g),20 to 24,2017,Delaware,20,0.9,30633
Low birth weight (<2500g),25 to 29,2017,Delaware,38,1.8,30634
Low birth weight (<2500g),30 to 34,2017,Delaware,60,2.8,30635
Low birth weight (<2500g),35 to 39,2017,Delaware,25,1.2,30636
Low birth weight (<2500g),40 to 44,2017,Delaware,7,0.3,30637
Low birth weight (<2500g),45 and older,2017,Delaware,*,*,30638
Normal birth weight (2500g+),Less than 15,2017,Delaware,0,0.0,30640
Normal birth weight (2500g+),15 to 17,2017,Delaware,*,*,30641
Normal birth weight (2500g+),18 to 19,2017,Delaware,*,*,30642
Normal birth weight (2500g+),20 to 24,2017,Delaware,153,7.2,30643
Normal birth weight (2500g+),25 to 29,2017,Delaware,488,23.0,30644
Normal birth weight (2500g+),30 to 34,2017,Delaware,858,40.5,30645
Normal birth weight (2500g+),35 to 39,2017,Delaware,395,18.6,30646
Normal birth weight (2500g+),40 to 44,2017,Delaware,51,2.4,30647
Normal birth weight (2500g+),45 and older,2017,Delaware,0,0.0,30648
Low birth weight (<2500g),Less than 15,2017,Erie,0,0.0,30660
Low birth weight (<2500g),15 to 17,2017,Erie,1,0.1,30661
Low birth weight (<2500g),18 to 19,2017,Erie,3,0.4,30662
Low birth weight (<2500g),20 to 24,2017,Erie,14,1.8,30663
Low birth weight (<2500g),25 to 29,2017,Erie,17,2.2,30664
Low birth weight (<2500g),30 to 34,2017,Erie,9,1.1,30665
Low birth weight (<2500g),35 to 39,2017,Erie,6,0.8,30666
Low birth weight (<2500g),40 to 44,2017,Erie,3,0.4,30667
Low birth weight (<2500g),45 and older,2017,Erie,0,0.0,30668
Normal birth weight (2500g+),Less than 15,2017,Erie,0,0.0,30670
Normal birth weight (2500g+),15 to 17,2017,Erie,*,*,30671
Normal birth weight (2500g+),18 to 19,2017,Erie,25,3.2,30672
Normal birth weight (2500g+),20 to 24,2017,Erie,182,23.2,30673
Normal birth weight (2500g+),25 to 29,2017,Erie,239,30.4,30674
Normal birth weight (2500g+),30 to 34,2017,Erie,181,23.1,30675
Normal birth weight (2500g+),35 to 39,2017,Erie,78,9.9,30676
Normal birth weight (2500g+),40 to 44,2017,Erie,*,*,30677
Normal birth weight (2500g+),45 and older,2017,Erie,0,0.0,30678
Low birth weight (<2500g),Less than 15,2017,Fairfield,0,0.0,30690
Low birth weight (<2500g),15 to 17,2017,Fairfield,1,0.1,30691
Low birth weight (<2500g),18 to 19,2017,Fairfield,5,0.3,30692
Low birth weight (<2500g),20 to 24,2017,Fairfield,28,1.5,30693
Low birth weight (<2500g),25 to 29,2017,Fairfield,41,2.3,30694
Low birth weight (<2500g),30 to 34,2017,Fairfield,40,2.2,30695
Low birth weight (<2500g),35 to 39,2017,Fairfield,20,1.1,30696
Low birth weight (<2500g),40 to 44,2017,Fairfield,5,0.3,30697
Low birth weight (<2500g),45 and older,2017,Fairfield,0,0.0,30698
Normal birth weight (2500g+),Less than 15,2017,Fairfield,0,0.0,30700
Normal birth weight (2500g+),15 to 17,2017,Fairfield,*,*,30701
Normal birth weight (2500g+),18 to 19,2017,Fairfield,60,3.3,30702
Normal birth weight (2500g+),20 to 24,2017,Fairfield,378,20.8,30703
Normal birth weight (2500g+),25 to 29,2017,Fairfield,532,29.3,30704
Normal birth weight (2500g+),30 to 34,2017,Fairfield,469,25.8,30705
Normal birth weight (2500g+),35 to 39,2017,Fairfield,182,10.0,30706
Normal birth weight (2500g+),40 to 44,2017,Fairfield,33,1.8,30707
Normal birth weight (2500g+),45 and older,2017,Fairfield,*,*,30708
Low birth weight (<2500g),Less than 15,2017,Fayette,0,0.0,30720
Low birth weight (<2500g),15 to 17,2017,Fayette,0,0.0,30721
Low birth weight (<2500g),18 to 19,2017,Fayette,1,0.3,30722
Low birth weight (<2500g),20 to 24,2017,Fayette,1,0.3,30723
Low birth weight (<2500g),25 to 29,2017,Fayette,*,*,30724
Low birth weight (<2500g),30 to 34,2017,Fayette,3,1.0,30725
Low birth weight (<2500g),35 to 39,2017,Fayette,3,1.0,30726
Low birth weight (<2500g),40 to 44,2017,Fayette,0,0.0,30727
Low birth weight (<2500g),45 and older,2017,Fayette,0,0.0,30728
Normal birth weight (2500g+),Less than 15,2017,Fayette,*,*,30730
Normal birth weight (2500g+),15 to 17,2017,Fayette,*,*,30731
Normal birth weight (2500g+),18 to 19,2017,Fayette,*,*,30732
Normal birth weight (2500g+),20 to 24,2017,Fayette,105,34.5,30733
Normal birth weight (2500g+),25 to 29,2017,Fayette,75,24.7,30734
Normal birth weight (2500g+),30 to 34,2017,Fayette,62,20.4,30735
Normal birth weight (2500g+),35 to 39,2017,Fayette,*,*,30736
Normal birth weight (2500g+),40 to 44,2017,Fayette,*,*,30737
Normal birth weight (2500g+),45 and older,2017,Fayette,0,0.0,30738
Low birth weight (<2500g),Less than 15,2017,Franklin,0,0.0,30750
Low birth weight (<2500g),15 to 17,2017,Franklin,18,0.1,30751
Low birth weight (<2500g),18 to 19,2017,Franklin,81,0.4,30752
Low birth weight (<2500g),20 to 24,2017,Franklin,339,1.8,30753
Low birth weight (<2500g),25 to 29,2017,Franklin,466,2.5,30754
Low birth weight (<2500g),30 to 34,2017,Franklin,476,2.5,30755
Low birth weight (<2500g),35 to 39,2017,Franklin,259,1.4,30756
Low birth weight (<2500g),40 to 44,2017,Franklin,73,0.4,30757
Low birth weight (<2500g),45 and older,2017,Franklin,6,0.0,30758
Normal birth weight (2500g+),Less than 15,2017,Franklin,*,*,30760
Normal birth weight (2500g+),15 to 17,2017,Franklin,197,1.0,30761
Normal birth weight (2500g+),18 to 19,2017,Franklin,566,3.0,30762
Normal birth weight (2500g+),20 to 24,2017,Franklin,3017,16.1,30763
Normal birth weight (2500g+),25 to 29,2017,Franklin,4943,26.3,30764
Normal birth weight (2500g+),30 to 34,2017,Franklin,5461,29.1,30765
Normal birth weight (2500g+),35 to 39,2017,Franklin,2425,12.9,30766
Normal birth weight (2500g+),40 to 44,2017,Franklin,411,2.2,30767
Normal birth weight (2500g+),45 and older,2017,Franklin,37,0.2,30768
Low birth weight (<2500g),Less than 15,2017,Fulton,0,0.0,30780
Low birth weight (<2500g),15 to 17,2017,Fulton,*,*,30781
Low birth weight (<2500g),18 to 19,2017,Fulton,2,0.4,30782
Low birth weight (<2500g),20 to 24,2017,Fulton,11,2.2,30783
Low birth weight (<2500g),25 to 29,2017,Fulton,5,1.0,30784
Low birth weight (<2500g),30 to 34,2017,Fulton,9,1.8,30785
Low birth weight (<2500g),35 to 39,2017,Fulton,7,1.4,30786
Low birth weight (<2500g),40 to 44,2017,Fulton,0,0.0,30787
Low birth weight (<2500g),45 and older,2017,Fulton,0,0.0,30788
Normal birth weight (2500g+),Less than 15,2017,Fulton,0,0.0,30790
Normal birth weight (2500g+),15 to 17,2017,Fulton,*,*,30791
Normal birth weight (2500g+),18 to 19,2017,Fulton,*,*,30792
Normal birth weight (2500g+),20 to 24,2017,Fulton,100,20.1,30793
Normal birth weight (2500g+),25 to 29,2017,Fulton,174,34.9,30794
Normal birth weight (2500g+),30 to 34,2017,Fulton,122,24.5,30795
Normal birth weight (2500g+),35 to 39,2017,Fulton,35,7.0,30796
Normal birth weight (2500g+),40 to 44,2017,Fulton,*,*,30797
Normal birth weight (2500g+),45 and older,2017,Fulton,0,0.0,30798
Low birth weight (<2500g),Less than 15,2017,Gallia,0,0.0,30810
Low birth weight (<2500g),15 to 17,2017,Gallia,0,0.0,30811
Low birth weight (<2500g),18 to 19,2017,Gallia,2,0.6,30812
Low birth weight (<2500g),20 to 24,2017,Gallia,7,1.9,30813
Low birth weight (<2500g),25 to 29,2017,Gallia,13,3.6,30814
Low birth weight (<2500g),30 to 34,2017,Gallia,10,2.8,30815
Low birth weight (<2500g),35 to 39,2017,Gallia,5,1.4,30816
Low birth weight (<2500g),40 to 44,2017,Gallia,0,0.0,30817
Low birth weight (<2500g),45 and older,2017,Gallia,0,0.0,30818
Normal birth weight (2500g+),Less than 15,2017,Gallia,0,0.0,30820
Normal birth weight (2500g+),15 to 17,2017,Gallia,*,*,30821
Normal birth weight (2500g+),18 to 19,2017,Gallia,*,*,30822
Normal birth weight (2500g+),20 to 24,2017,Gallia,100,27.7,30823
Normal birth weight (2500g+),25 to 29,2017,Gallia,111,30.7,30824
Normal birth weight (2500g+),30 to 34,2017,Gallia,61,16.9,30825
Normal birth weight (2500g+),35 to 39,2017,Gallia,*,*,30826
Normal birth weight (2500g+),40 to 44,2017,Gallia,*,*,30827
Normal birth weight (2500g+),45 and older,2017,Gallia,0,0.0,30828
Low birth weight (<2500g),Less than 15,2017,Geauga,0,0.0,30840
Low birth weight (<2500g),15 to 17,2017,Geauga,*,*,30841
Low birth weight (<2500g),18 to 19,2017,Geauga,3,0.3,30842
Low birth weight (<2500g),20 to 24,2017,Geauga,7,0.8,30843
Low birth weight (<2500g),25 to 29,2017,Geauga,15,1.6,30844
Low birth weight (<2500g),30 to 34,2017,Geauga,22,2.4,30845
Low birth weight (<2500g),35 to 39,2017,Geauga,13,1.4,30846
Low birth weight (<2500g),40 to 44,2017,Geauga,1,0.1,30847
Low birth weight (<2500g),45 and older,2017,Geauga,0,0.0,30848
Normal birth weight (2500g+),Less than 15,2017,Geauga,0,0.0,30850
Normal birth weight (2500g+),15 to 17,2017,Geauga,*,*,30851
Normal birth weight (2500g+),18 to 19,2017,Geauga,*,*,30852
Normal birth weight (2500g+),20 to 24,2017,Geauga,143,15.3,30853
Normal birth weight (2500g+),25 to 29,2017,Geauga,232,24.9,30854
Normal birth weight (2500g+),30 to 34,2017,Geauga,285,30.5,30855
Normal birth weight (2500g+),35 to 39,2017,Geauga,160,17.1,30856
Normal birth weight (2500g+),40 to 44,2017,Geauga,33,3.5,30857
Normal birth weight (2500g+),45 and older,2017,Geauga,*,*,30858
Low birth weight (<2500g),Less than 15,2017,Greene,0,0.0,30870
Low birth weight (<2500g),15 to 17,2017,Greene,1,0.1,30871
Low birth weight (<2500g),18 to 19,2017,Greene,4,0.2,30872
Low birth weight (<2500g),20 to 24,2017,Greene,26,1.5,30873
Low birth weight (<2500g),25 to 29,2017,Greene,38,2.2,30874
Low birth weight (<2500g),30 to 34,2017,Greene,25,1.4,30875
Low birth weight (<2500g),35 to 39,2017,Greene,12,0.7,30876
Low birth weight (<2500g),40 to 44,2017,Greene,2,0.1,30877
Low birth weight (<2500g),45 and older,2017,Greene,*,*,30878
Normal birth weight (2500g+),Less than 15,2017,Greene,0,0.0,30880
Normal birth weight (2500g+),15 to 17,2017,Greene,*,*,30881
Normal birth weight (2500g+),18 to 19,2017,Greene,49,2.8,30882
Normal birth weight (2500g+),20 to 24,2017,Greene,298,17.3,30883
Normal birth weight (2500g+),25 to 29,2017,Greene,517,30.0,30884
Normal birth weight (2500g+),30 to 34,2017,Greene,501,29.0,30885
Normal birth weight (2500g+),35 to 39,2017,Greene,201,11.6,30886
Normal birth weight (2500g+),40 to 44,2017,Greene,31,1.8,30887
Normal birth weight (2500g+),45 and older,2017,Greene,*,*,30888
Low birth weight (<2500g),Less than 15,2017,Guernsey,0,0.0,30900
Low birth weight (<2500g),15 to 17,2017,Guernsey,0,0.0,30901
Low birth weight (<2500g),18 to 19,2017,Guernsey,2,0.5,30902
Low birth weight (<2500g),20 to 24,2017,Guernsey,11,2.5,30903
Low birth weight (<2500g),25 to 29,2017,Guernsey,9,2.0,30904
Low birth weight (<2500g),30 to 34,2017,Guernsey,5,1.1,30905
Low birth weight (<2500g),35 to 39,2017,Guernsey,3,0.7,30906
Low birth weight (<2500g),40 to 44,2017,Guernsey,0,0.0,30907
Low birth weight (<2500g),45 and older,2017,Guernsey,0,0.0,30908
Normal birth weight (2500g+),Less than 15,2017,Guernsey,0,0.0,30910
Normal birth weight (2500g+),15 to 17,2017,Guernsey,*,*,30911
Normal birth weight (2500g+),18 to 19,2017,Guernsey,*,*,30912
Normal birth weight (2500g+),20 to 24,2017,Guernsey,132,29.8,30913
Normal birth weight (2500g+),25 to 29,2017,Guernsey,143,32.3,30914
Normal birth weight (2500g+),30 to 34,2017,Guernsey,78,17.6,30915
Normal birth weight (2500g+),35 to 39,2017,Guernsey,26,5.9,30916
Normal birth weight (2500g+),40 to 44,2017,Guernsey,*,*,30917
Normal birth weight (2500g+),45 and older,2017,Guernsey,*,*,30918
Low birth weight (<2500g),Less than 15,2017,Hamilton,*,*,30930
Low birth weight (<2500g),15 to 17,2017,Hamilton,19,0.2,30931
Low birth weight (<2500g),18 to 19,2017,Hamilton,60,0.6,30932
Low birth weight (<2500g),20 to 24,2017,Hamilton,225,2.1,30933
Low birth weight (<2500g),25 to 29,2017,Hamilton,275,2.6,30934
Low birth weight (<2500g),30 to 34,2017,Hamilton,289,2.7,30935
Low birth weight (<2500g),35 to 39,2017,Hamilton,138,1.3,30936
Low birth weight (<2500g),40 to 44,2017,Hamilton,22,0.2,30937
Low birth weight (<2500g),45 and older,2017,Hamilton,2,0.0,30938
Normal birth weight (2500g+),Less than 15,2017,Hamilton,*,*,30940
Normal birth weight (2500g+),15 to 17,2017,Hamilton,139,1.3,30941
Normal birth weight (2500g+),18 to 19,2017,Hamilton,344,3.2,30942
Normal birth weight (2500g+),20 to 24,2017,Hamilton,1774,16.5,30943
Normal birth weight (2500g+),25 to 29,2017,Hamilton,2952,27.4,30944
Normal birth weight (2500g+),30 to 34,2017,Hamilton,2973,27.6,30945
Normal birth weight (2500g+),35 to 39,2017,Hamilton,1320,12.3,30946
Normal birth weight (2500g+),40 to 44,2017,Hamilton,207,1.9,30947
Normal birth weight (2500g+),45 and older,2017,Hamilton,*,*,30948
Low birth weight (<2500g),Less than 15,2017,Hancock,0,0.0,30960
Low birth weight (<2500g),15 to 17,2017,Hancock,0,0.0,30961
Low birth weight (<2500g),18 to 19,2017,Hancock,6,0.6,30962
Low birth weight (<2500g),20 to 24,2017,Hancock,19,2.0,30963
Low birth weight (<2500g),25 to 29,2017,Hancock,16,1.7,30964
Low birth weight (<2500g),30 to 34,2017,Hancock,32,3.5,30965
Low birth weight (<2500g),35 to 39,2017,Hancock,7,0.8,30966
Low birth weight (<2500g),40 to 44,2017,Hancock,0,0.0,30967
Low birth weight (<2500g),45 and older,2017,Hancock,0,0.0,30968
Normal birth weight (2500g+),Less than 15,2017,Hancock,0,0.0,30970
Normal birth weight (2500g+),15 to 17,2017,Hancock,*,*,30971
Normal birth weight (2500g+),18 to 19,2017,Hancock,36,3.9,30972
Normal birth weight (2500g+),20 to 24,2017,Hancock,185,20.0,30973
Normal birth weight (2500g+),25 to 29,2017,Hancock,295,31.8,30974
Normal birth weight (2500g+),30 to 34,2017,Hancock,246,26.5,30975
Normal birth weight (2500g+),35 to 39,2017,Hancock,60,6.5,30976
Normal birth weight (2500g+),40 to 44,2017,Hancock,*,*,30977
Normal birth weight (2500g+),45 and older,2017,Hancock,0,0.0,30978
Low birth weight (<2500g),Less than 15,2017,Hardin,0,0.0,30990
Low birth weight (<2500g),15 to 17,2017,Hardin,0,0.0,30991
Low birth weight (<2500g),18 to 19,2017,Hardin,4,1.0,30992
Low birth weight (<2500g),20 to 24,2017,Hardin,12,3.1,30993
Low birth weight (<2500g),25 to 29,2017,Hardin,7,1.8,30994
Low birth weight (<2500g),30 to 34,2017,Hardin,6,1.6,30995
Low birth weight (<2500g),35 to 39,2017,Hardin,1,0.3,30996
Low birth weight (<2500g),40 to 44,2017,Hardin,0,0.0,30997
Low birth weight (<2500g),45 and older,2017,Hardin,0,0.0,30998
Normal birth weight (2500g+),Less than 15,2017,Hardin,0,0.0,31000
Normal birth weight (2500g+),15 to 17,2017,Hardin,*,*,31001
Normal birth weight (2500g+),18 to 19,2017,Hardin,*,*,31002
Normal birth weight (2500g+),20 to 24,2017,Hardin,114,29.5,31003
Normal birth weight (2500g+),25 to 29,2017,Hardin,108,27.9,31004
Normal birth weight (2500g+),30 to 34,2017,Hardin,70,18.1,31005
Normal birth weight (2500g+),35 to 39,2017,Hardin,30,7.8,31006
Normal birth weight (2500g+),40 to 44,2017,Hardin,*,*,31007
Normal birth weight (2500g+),45 and older,2017,Hardin,0,0.0,31008
Low birth weight (<2500g),Less than 15,2017,Harrison,0,0.0,31020
Low birth weight (<2500g),15 to 17,2017,Harrison,0,0.0,31021
Low birth weight (<2500g),18 to 19,2017,Harrison,0,0.0,31022
Low birth weight (<2500g),20 to 24,2017,Harrison,*,*,31023
Low birth weight (<2500g),25 to 29,2017,Harrison,*,*,31024
Low birth weight (<2500g),30 to 34,2017,Harrison,*,*,31025
Low birth weight (<2500g),35 to 39,2017,Harrison,0,0.0,31026
Low birth weight (<2500g),40 to 44,2017,Harrison,0,0.0,31027
Low birth weight (<2500g),45 and older,2017,Harrison,0,0.0,31028
Normal birth weight (2500g+),Less than 15,2017,Harrison,0,0.0,31030
Normal birth weight (2500g+),15 to 17,2017,Harrison,*,*,31031
Normal birth weight (2500g+),18 to 19,2017,Harrison,*,*,31032
Normal birth weight (2500g+),20 to 24,2017,Harrison,38,25.0,31033
Normal birth weight (2500g+),25 to 29,2017,Harrison,46,30.3,31034
Normal birth weight (2500g+),30 to 34,2017,Harrison,34,22.4,31035
Normal birth weight (2500g+),35 to 39,2017,Harrison,*,*,31036
Normal birth weight (2500g+),40 to 44,2017,Harrison,*,*,31037
Normal birth weight (2500g+),45 and older,2017,Harrison,0,0.0,31038
Low birth weight (<2500g),Less than 15,2017,Henry,0,0.0,31050
Low birth weight (<2500g),15 to 17,2017,Henry,*,*,31051
Low birth weight (<2500g),18 to 19,2017,Henry,*,*,31052
Low birth weight (<2500g),20 to 24,2017,Henry,12,3.7,31053
Low birth weight (<2500g),25 to 29,2017,Henry,8,2.5,31054
Low birth weight (<2500g),30 to 34,2017,Henry,5,1.6,31055
Low birth weight (<2500g),35 to 39,2017,Henry,4,1.2,31056
Low birth weight (<2500g),40 to 44,2017,Henry,0,0.0,31057
Low birth weight (<2500g),45 and older,2017,Henry,0,0.0,31058
Normal birth weight (2500g+),Less than 15,2017,Henry,0,0.0,31060
Normal birth weight (2500g+),15 to 17,2017,Henry,*,*,31061
Normal birth weight (2500g+),18 to 19,2017,Henry,*,*,31062
Normal birth weight (2500g+),20 to 24,2017,Henry,62,19.3,31063
Normal birth weight (2500g+),25 to 29,2017,Henry,96,29.9,31064
Normal birth weight (2500g+),30 to 34,2017,Henry,88,27.4,31065
Normal birth weight (2500g+),35 to 39,2017,Henry,*,*,31066
Normal birth weight (2500g+),40 to 44,2017,Henry,*,*,31067
Normal birth weight (2500g+),45 and older,2017,Henry,*,*,31068
Low birth weight (<2500g),Less than 15,2017,Highland,0,0.0,31080
Low birth weight (<2500g),15 to 17,2017,Highland,2,0.4,31081
Low birth weight (<2500g),18 to 19,2017,Highland,5,1.0,31082
Low birth weight (<2500g),20 to 24,2017,Highland,9,1.7,31083
Low birth weight (<2500g),25 to 29,2017,Highland,12,2.3,31084
Low birth weight (<2500g),30 to 34,2017,Highland,4,0.8,31085
Low birth weight (<2500g),35 to 39,2017,Highland,5,1.0,31086
Low birth weight (<2500g),40 to 44,2017,Highland,0,0.0,31087
Low birth weight (<2500g),45 and older,2017,Highland,0,0.0,31088
Normal birth weight (2500g+),Less than 15,2017,Highland,0,0.0,31090
Normal birth weight (2500g+),15 to 17,2017,Highland,*,*,31091
Normal birth weight (2500g+),18 to 19,2017,Highland,28,5.3,31092
Normal birth weight (2500g+),20 to 24,2017,Highland,149,28.4,31093
Normal birth weight (2500g+),25 to 29,2017,Highland,167,31.9,31094
Normal birth weight (2500g+),30 to 34,2017,Highland,81,15.5,31095
Normal birth weight (2500g+),35 to 39,2017,Highland,40,7.6,31096
Normal birth weight (2500g+),40 to 44,2017,Highland,*,*,31097
Normal birth weight (2500g+),45 and older,2017,Highland,*,*,31098
Low birth weight (<2500g),Less than 15,2017,Hocking,0,0.0,31110
Low birth weight (<2500g),15 to 17,2017,Hocking,*,*,31111
Low birth weight (<2500g),18 to 19,2017,Hocking,2,0.6,31112
Low birth weight (<2500g),20 to 24,2017,Hocking,6,1.9,31113
Low birth weight (<2500g),25 to 29,2017,Hocking,5,1.6,31114
Low birth weight (<2500g),30 to 34,2017,Hocking,9,2.8,31115
Low birth weight (<2500g),35 to 39,2017,Hocking,3,0.9,31116
Low birth weight (<2500g),40 to 44,2017,Hocking,*,*,31117
Low birth weight (<2500g),45 and older,2017,Hocking,0,0.0,31118
Normal birth weight (2500g+),Less than 15,2017,Hocking,*,*,31120
Normal birth weight (2500g+),15 to 17,2017,Hocking,*,*,31121
Normal birth weight (2500g+),18 to 19,2017,Hocking,*,*,31122
Normal birth weight (2500g+),20 to 24,2017,Hocking,101,32.0,31123
Normal birth weight (2500g+),25 to 29,2017,Hocking,93,29.4,31124
Normal birth weight (2500g+),30 to 34,2017,Hocking,44,13.9,31125
Normal birth weight (2500g+),35 to 39,2017,Hocking,*,*,31126
Normal birth weight (2500g+),40 to 44,2017,Hocking,*,*,31127
Normal birth weight (2500g+),45 and older,2017,Hocking,0,0.0,31128
Low birth weight (<2500g),Less than 15,2017,Holmes,0,0.0,31140
Low birth weight (<2500g),15 to 17,2017,Holmes,*,*,31141
Low birth weight (<2500g),18 to 19,2017,Holmes,0,0.0,31142
Low birth weight (<2500g),20 to 24,2017,Holmes,6,0.9,31143
Low birth weight (<2500g),25 to 29,2017,Holmes,8,1.2,31144
Low birth weight (<2500g),30 to 34,2017,Holmes,9,1.3,31145
Low birth weight (<2500g),35 to 39,2017,Holmes,2,0.3,31146
Low birth weight (<2500g),40 to 44,2017,Holmes,1,0.1,31147
Low birth weight (<2500g),45 and older,2017,Holmes,0,0.0,31148
Normal birth weight (2500g+),Less than 15,2017,Holmes,0,0.0,31150
Normal birth weight (2500g+),15 to 17,2017,Holmes,*,*,31151
Normal birth weight (2500g+),18 to 19,2017,Holmes,*,*,31152
